Universidad;Tipo Titulacion;Facultad;titulacion;Título;Autor;Año;URL;Archivo Abstract;Palabras Clave;Idioma Abstract;Categoria
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;New women’s literature: a reflection of the fight for the rights of women. Sarah Grand’s Ideala and Olive Schreiner’s Story Of An African Farm, as new women novels.;Laquidáin Tirado, Milagros;2021;https://e-spacio.uned.es/entities/publication/1c87bc50-d605-4934-8946-2b7c972f4a75/full;abstracts\New_women_s_literature__a_refl_2021_4621017.txt;New Women’s literature, feminism, Sarah Grand, Olive Schreiner, Suffragism;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;The Benefits of Audiobooks for ESL Students;Popescu, Cristina;2020;https://e-spacio.uned.es/entities/publication/2ca100d4-79a4-4cd1-93db-018ef562118d/full;abstracts\The_Benefits_of_Audiobooks_for_2020_68352373.txt;audiobooks, listening comprehension, fluency, vocabulary gain, reading while listening;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;“I’ve a feeling we’re not in the forest anymore”: a philosophical exploration of the interplay between violence, politics and humanity in Ursula K. Le Guin’s the word for world is forest;Díaz Tabera, David;2023;https://e-spacio.uned.es/entities/publication/12c340f3-5317-43de-bde0-9efed6d72a23/full;abstracts\_I_ve_a_feeling_we_re_not_in_t_2023_17375029.txt;Carl Schmitt, The Word for World Is Forest, Ursula K. Le Guin, Violence, Walter Benjamin;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Fostering creative writing in EFL classrooms;Acosta Ribot, Paula T.;2022;https://e-spacio.uned.es/entities/publication/5095dad4-699d-4e12-9ba8-579bc5a62f05/full;abstracts\Fostering_creative_writing_in__2022_53311295.txt;language creativity, language teaching, aesthetic/creative dimensions, educational development, pedagogical teaching, Bloom’s Taxonomy, learning improvements, EFL;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;ICT and Jolly Phonics. A comparative study between England and Spain;Castro Vega, Mirian;2016;https://e-spacio.uned.es/entities/publication/2658bc73-e2cb-4a9f-8c4a-56b3800a6058/full;abstracts\ICT_and_Jolly_Phonics__A_compa_2016_3605370.txt;Jolly Phonics, ICT, bilingual education, English education, Spanish education;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Sentiment analysis: an approach to verbal violence & abuse against women on twitter;Carretero González, Isabel;2019;https://e-spacio.uned.es/entities/publication/5e9ac079-add2-4403-9519-629ff36989e3/full;abstracts\Sentiment_analysis__an_approac_2019_61159660.txt;Sentiment analysis, women, Twitter, violence, abuse;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Scientific Exploration in Edgar Allan Poe's Short Fiction;Gonçalves Para, Susana;2021;https://e-spacio.uned.es/entities/publication/4948ad85-81b2-4c96-b444-f996514c0fb5/full;abstracts\Scientific_Exploration_in_Edga_2021_20603120.txt;Edgar Allan Poe, 19th century science, literary influence, scientific exploration;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;“The woods are burning, boys, you understand?” Exploring directorial choices in the adaptation of Arthur Miller’s Death of a Salesman to Film;Marques Simão, Lurdes Maria;2024;https://e-spacio.uned.es/entities/publication/892601a6-6d04-4094-a7bd-60c0cbb26a6f/full;abstracts\_The_woods_are_burning__boys___2024_68569043.txt;Death of a Salesman, Arthur Miller, film adaptation, adaptation studies, contemporary American theatre;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;The production of four diphthongs in RP and Australian English: A comparative study;Brachs Ribé, Marc;2022;https://e-spacio.uned.es/entities/publication/34fbe310-3903-4b6c-bf38-0ceaf1a2fde3/full;abstracts\The_production_of_four_diphtho_2022_45621456.txt;received pronunciation, australian english, diphthong, formant, spectrogram;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;"In the wilderness: a comparative study between Thoreau’s ""Walden"" and Wordsworth’s ""Prelude”";Matarranz Martínez , Guiomar;2020;https://e-spacio.uned.es/entities/publication/8a460d0f-c7f4-4640-82f7-4c5cd476bbfc/full;abstracts\In_the_wilderness__a_comparati_2020_71866206.txt;Thoreau, Wordsworth, nature, human being, wilderness;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Analysis of the use of the masculine rule in general Acts from India during the Second Semester of 2021;Martínez Escobosa, Carolina;2022;https://e-spacio.uned.es/entities/publication/19377948-8600-4962-b499-a2d50a8c313e/full;abstracts\Analysis_of_the_use_of_the_mas_2022_71125461.txt;Masculine rule, Indian General Acts, sexist language, Legal English, ESP;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;The English Language in America;Bonilla Abad, María Elena;2021;https://e-spacio.uned.es/entities/publication/1d21623a-31e5-4a71-9c25-523de9fbf371/full;abstracts\The_English_Language_in_Americ_2021_77183286.txt;;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;The teaching of English as L2 in Navarra´s secondary schools;Azpiroz Loidi, Eider;2019;https://e-spacio.uned.es/entities/publication/48458b2c-f46d-4344-b5af-c2cfda7fd4ca/full;abstracts\The_teaching_of_English_as_L2__2019_562400.txt;multilingual societies, english as L2, secondary education, language teaching, Navarra´s curriculum;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Análisis etimológico de la influencia del francés sobre el inglés a través del soneto;Peral Pérez, Juan José del;2015;https://e-spacio.uned.es/entities/publication/8120b324-5490-4eac-ab07-1a54ea670fb9/full;abstracts\An_lisis_etimol_gico_de_la_inf_2015_3095146.txt;etimología, diacronía, inglés, francés, soneto;es;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Downton Abbey’s view on the role of women during the first world war and its aftermath;Artero Fernández, María José;2019;https://e-spacio.uned.es/entities/publication/9cffebba-5e90-478b-a9c1-106908c3c805/full;abstracts\Downton_Abbey_s_view_on_the_ro_2019_44558269.txt;First World War, Downton Abbey, women, medical work, change, suffragists, enfranchisement;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;The Wife's Lament. A Cognitive Journey into the Discovery of its Core Meaning;Terol Muñoz, Jessica;2023;https://e-spacio.uned.es/entities/publication/0dd8bd8e-912f-4cc6-ba22-108112c43363/full;abstracts\The_Wife_s_Lament__A_Cognitive_2023_53758616.txt;The Wife’s Lament, Old English, Cognitive Linguistics, Prototypes and Idealized Conceptual Models, Alfabetización Digital;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Latin Female Writers in the American Southwest. The Pride of Travelling to the Roots: Resistance and Experiences;Cuartero Arina, Raquel;2021;https://e-spacio.uned.es/entities/publication/4e31ff21-c4fb-4521-9e96-2d680226c2f9/full;abstracts\Latin_Female_Writers_in_the_Am_2021_53246855.txt;female writers, Chicano literature, gender discrimination, race discrimination, immigration in the US;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Britain’s Terra Nullius: A Historical and Cultural Study of Aboriginal Australia through Sally Morgan’s My Place and Robert Hughes’ The Fatal Shore;Press, Imogen;2021;https://e-spacio.uned.es/entities/publication/a6d556c8-ca6e-47b4-ade4-1dd6a2e63913/full;abstracts\Britain_s_Terra_Nullius__A_His_2021_28358031.txt;Aboriginal ustralians, british colonialism, culture and identity, postcolonial literature, australian history;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Autobiografía de Rojo de Anne Carson: la Gerioneida de Estesícoro desde la perspectiva de la Recepción Clásica.;Martín Morales, Paula;2021;https://e-spacio.uned.es/entities/publication/1debba95-b6f3-47d7-a94a-cf716b18a60b/full;abstracts\Autobiografi_a_de_Rojo_de_Anne_2021_25161076.txt;Anne Carson, Estesícoro, autobiografía de Rojo, Gerioneida, recepción clásica, Stesichorus, autobiography of Red, Geryoneis, classical reception;es;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Trilingual education in the Basque Country. A case study: San José - Jesuitas lkastetxea. Durango (Bizkaia);Elexpe Itoiz, Mónica;2016;https://e-spacio.uned.es/entities/publication/9a928f90-a726-4f18-972d-4724071ff052/full;abstracts\Trilingual_education_in_the_Ba_2016_51693303.txt;;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Paranormal Entities in “Macbeth” and in “Hamlet”: An Analysis Based on New Historicism;Sánchez Serrano, Antonio;2020;https://e-spacio.uned.es/entities/publication/3c11da34-7d52-4ed2-8f62-acfbbd34a6fa/full;abstracts\Paranormal_Entities_in__Macbet_2020_97301817.txt;Macbeth, Hamlet, witches, ghosts, new historicism;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;El sexismo lingüístico: un análisis de la lengua italiana y la lengua inglesa desde un enfoque feminista y de género;Casado Estévez, Andrea;2021;https://e-spacio.uned.es/entities/publication/043a1234-1ca0-4014-8aae-5f45260f05a5/full;abstracts\El_sexismo_ling__stico__un_an__2021_68424475.txt;feminismo, género, lengua inglesa, lengua italiana, sexismo lingüístico, feminism, gender, English language, Italian language, linguistic sexism;es;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;The underpinnings of dystopia: a cognitive poetic approach to Huxley’s “Brave New World”;Pérez Marques, Daniel;2020;https://e-spacio.uned.es/entities/publication/7a52e331-09f3-4b75-8388-ebadd8c5fe55/full;abstracts\The_underpinnings_of_dystopia__2020_31027855.txt;Aldous Huxley, lingüística cognitiva, análisis literario, literatura distópica, cognitive linguistics, literary analysis, dystopian literature;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;“Howl”. A Deconstructed Supernatural Cry;López de Munain Solar, Paul;2016;https://e-spacio.uned.es/entities/publication/b0d15e48-895b-492d-b05b-58f327f40ca8/full;abstracts\_Howl___A_Deconstructed_Supern_2016_73129248.txt;;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Modernism as a means of expressing dissident sexualities: Virginia Woolf’s Orlando;Suárez García, Fabio;2023;https://e-spacio.uned.es/entities/publication/2e84664d-6e8b-4736-b574-a7f2e2abb345/full;abstracts\Modernism_as_a_means_of_expres_2023_98791996.txt;Virginia Woolf, Orlando, Modernism, androgyny, gender;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Grice’s Cooperative Principle in “Top Girls” by Caryl Churchill;Rodríguez Jiménez, Jonatan;2019;https://e-spacio.uned.es/entities/publication/65a11759-7c4d-465d-b691-219528710d0f/full;abstracts\Grice_s_Cooperative_Principle__2019_69990656.txt;;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Saxon Genitive: an English syntactic analysis and a comparative approach to Spanish;Lozano Nieto, José Miguel;2021;https://e-spacio.uned.es/entities/publication/08d9ab00-2335-4b79-b1f1-662ef55a8adc/full;abstracts\Saxon_Genitive__an_English_syn_2021_40586061.txt;Saxon-genitive, possessive case, preposition “of” phrase, postnominal genitive, L2 English acquisition;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Audiovisual translation. Dubbing and subtitling humour in the BBC TV series Bottom;Rey, Synnöve Solbakken del;2022;https://e-spacio.uned.es/entities/publication/3ae68526-f6f3-4ba8-aefa-d9759da7d572/full;abstracts\Audiovisual_translation__Dubbi_2022_80691701.txt;audiovisual translation, humour, dubbing, cultural references, irony;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;Hawthorne “Bewitched”: Puritanism, Witchery and Supernatural Phenomena in Nathaniel Hawthorne’s Fiction;González Criado, Almudena;2023;https://e-spacio.uned.es/entities/publication/16f65360-7726-4e2c-9639-65920fdd3bb3/full;abstracts\Hawthorne__Bewitched___Puritan_2023_20786003.txt;Hawthorne, Puritanism, Salem, witchcraft, devil, sin, supernatural phenomena;en;Filologías
Universidad de Educación a Distancia (UNED);TFG;Facultades y escuelas::Facultad de Filología;Grado en Estudios Ingleses: Lengua, Literatura y Cultura;El Inglés como lengua-puente para la comprensión de textos en Alemán;Fernández Tostado Galloso, Jesús;2021;https://e-spacio.uned.es/entities/publication/3742a803-56d6-4d07-a57e-f711c6219c25/full;abstracts\El_Ingl_s_como_lengua-puente_p_2021_75131371.txt;adquisición lingüística, comparación inglés-alemán, plurilingüismo receptivo, EuroComGerm, language acquisition, English-German comparison, receptive multilingualism;es;Filologías
